EpiRR,states,coverage,CpG,CpGIsland,DNA_methyl,enhancer,geneExpression,H3K27ac,H3K27me3,H3K36me3,H3K4me1,H3K4me3,H3K9me3,LINE,LTR,PMDs_Common,RC,RefSeqExon,RefSeqGene,RefSeqTES,RefSeqTSS,RefSeqTSS2kb,Retroposon,RNA,SINE,TandemRepeats,Unknown
IHECRE00001548.1,1,8.40663,0.0114889957878124,0.38264,0.779232756203044,1.03325,0,0.878810019336079,4.65177345791082,0.244269288107574,2.32613765516834,0.271029830698608,1.9200061993535,0.8364,1.07138,0.95591,1.12551,0.94006,0.88444,1.19048,0.76402,1.54631,0.10296,1.00278,0.98361,0.93479,1.18347
IHECRE00001548.1,2,9.78631,0.00499005235015758,0.47228,0.843728738352315,0.2661,0,0,0,0,0,0,0,0.5206,0.3102,0.30699,0.13734,0.27783,0.21026,0.43979,0.38867,0.38229,0.64548,0.70346,0.2495,3.11523,0.15212
IHECRE00001548.1,3,1.11349,0.0453114984459932,41.52934,0.104673847995212,0.60011,9.415,31.7144877863011,1.43014525869104,1.98495729285675,4.75499156737936,105.731489037593,0.349246504542734,0.19149,0.2024,0.45383,0.32331,6.71681,1.67478,3.32195,41.23828,19.76887,0.11231,2.21611,0.61294,0.54938,0.39885
IHECRE00001548.1,4,0.76098,0.0405953637380649,39.39234,0.179541937266823,0.69887,5.06,1.78831007323477,10.9776150338538,0.392462346276081,4.95322647505873,13.7483763990604,1.44980654967528,0.13761,0.19571,0.78888,0.19809,5.39013,1.2397,3.08457,19.11496,13.13147,0.04505,2.07174,0.33252,0.61351,0.48131
IHECRE00001548.1,5,7.36803,0.012551213374445,0.38477,0.882450429914687,1.07409,0,0.0460503159412031,0.285754990530144,0.0439719759314818,0.260110956539229,0.00892512947723044,0.300571543502673,2.15555,1.38448,0.74576,0.44849,0.42585,0.72081,0.53206,0.34678,0.55633,10.40223,0.76674,0.9471,0.65398,0.4726
IHECRE00001548.1,6,22.27022,0.010824349966961,0.15166,0.909156757540603,1.09166,0.02,0.743858758700696,2.50200116009281,0.172723317865429,1.90023926914153,0.0421621229698376,1.16926479118329,0.90796,1.0604,0.60611,1.42631,0.75146,1.04757,0.8193,0.42548,0.69236,0.18129,1.24326,1.39229,0.79187,1.32437
IHECRE00001548.1,7,5.30018,0.0124729105136845,0.33664,0.678159526265166,0.99724,1.04,5.34118642300071,1.29827448344593,2.54046098756562,6.89773793934618,3.57593315796183,0.976504467338023,0.6146,0.72735,0.47614,0.73524,1.67786,1.51916,2.10347,1.11851,2.91744,0.12936,1.14155,1.22181,0.66864,1.02901
IHECRE00001548.1,8,31.28925,0.00653742515125135,0.03547,0.846057024766702,1.1502,0,0.211566405114792,1.9349187897575,0.0465465465465465,2.01031676838128,0.004875843585521,2.42476347315057,1.22012,1.36266,1.91259,1.19627,0.22969,0.68695,0.28251,0.17874,0.21598,0.12597,0.65463,0.65707,0.79705,1.24751
IHECRE00001548.1,9,9.28744,0.0131793019079414,0.25343,0.922732978578251,1.05901,3.65,1.55445100676374,1.02210397052804,4.46910512055825,2.23194550026314,0.238757967370329,1.00090637974387,0.84906,0.63648,0.48147,0.99365,1.99226,2.09147,2.04238,0.3586,0.68827,0.72696,1.45397,1.7565,0.74492,0.87075
IHECRE00001548.1,10,4.41748,0.0145257131815893,1.01453,0.929056778679027,0.94496,11.16,3.21955388180765,0.945249130938586,18.8826767091541,2.18374855156431,0.290614136732329,0.782995365005794,0.48298,0.30876,0.45783,0.69249,5.28395,2.2837,4.19222,0.54938,0.70705,0.13543,1.64516,1.58928,0.61604,0.49829
