EpiRR,states,coverage,CpG,CpGIsland,DNA_methyl,enhancer,geneExpression,H3K27ac,H3K27me3,H3K36me3,H3K4me1,H3K4me3,H3K9me3,LINE,LTR,PMDs_Common,RC,RefSeqExon,RefSeqGene,RefSeqTES,RefSeqTSS,RefSeqTSS2kb,Retroposon,RNA,SINE,TandemRepeats,Unknown
IHECRE00000048.3,1,6.96122,0.0119916378697647,0.2902,0.819955328922416,1.03366,0.44,2.6404715748662,0.205413207467656,0.787991487209743,9.67422071445629,1.65070167305828,0.9463982187759,0.72735,0.88917,0.50229,1.03129,1.09474,1.35604,1.38851,0.76786,1.77452,0.26134,1.34685,1.47872,0.75256,1.10882
IHECRE00000048.3,2,3.79342,0.0130550868309694,0.46728,0.661040232188179,1.00023,1.67,5.3989702114224,0.15890074926834,0.854214482616246,41.2022235175538,3.16878574811469,0.625784788759761,0.61718,0.75221,0.47167,0.80172,1.56873,1.44114,1.91375,1.23044,3.11686,0.08668,1.18788,1.24027,0.6794,1.00097
IHECRE00000048.3,3,9.89679,0.00554769595503661,0.47795,0.852630848782949,0.27628,0,0,0,0,0,0,0,0.55464,0.30831,0.30787,0.1358,0.28568,0.21992,0.4534,0.38557,0.38133,0.92339,0.69761,0.25122,3.07518,0.14539
IHECRE00000048.3,4,5.22012,0.0127041914661128,0.32949,0.931368973888916,1.04801,0.86,3.61239657137195,0.00693653074369519,2.38507654957142,2.18654313035723,1.20799682901452,0.691795075063172,0.71686,0.43653,0.46581,0.95662,2.80572,2.20731,2.62844,0.30702,0.42356,0.44099,1.54594,1.8858,0.72369,0.74959
IHECRE00000048.3,5,0.97711,0.0367007685646581,31.7309,0.300071556350626,0.68073,0,1.69213998211091,4.16525044722719,0.650939177101968,16.4726073345259,6.46830277280859,3.84184928443649,0.2603,0.30223,0.78616,0.14047,4.8433,1.24066,3.28676,14.88679,12.65144,0.03894,1.85316,0.5272,0.71064,0.48231
IHECRE00000048.3,6,1.34643,0.0375700706007894,32.89692,0.200728410184618,0.68576,2.5,14.4317963076385,0.115561291451571,0.478628926415259,60.4850380610727,28.6240484731823,0.238319188030449,0.23889,0.30613,0.45714,0.34549,5.81193,1.59917,2.95008,33.32634,15.95042,0.08404,1.75214,0.6395,0.55113,0.55941
IHECRE00000048.3,7,3.2101,0.0132904484010536,0.92003,0.92209215342989,0.94282,2.88,6.18076555785453,0.0211682317364316,5.84199427025306,4.03226961642527,1.6104965780678,0.93390896068757,0.49429,0.33027,0.46097,0.67154,5.40539,2.30572,4.17302,0.61623,0.70176,0.1243,1.4533,1.32624,0.61559,0.56839
IHECRE00000048.3,8,32.6221,0.0072237060076435,0.08891,0.868176631372237,1.13904,0,1.19189024228432,0.205928402728021,0.794151208767879,1.50038478889685,1.70068731258127,3.21115622429212,1.25101,1.42925,1.79478,1.18238,0.32167,0.70417,0.38298,0.21822,0.28294,0.18034,0.75926,0.69552,0.84014,1.19232
IHECRE00000048.3,9,6.26085,0.0109563018691836,0.45868,0.879496237970254,1.06476,0,0.103744531933508,0.00506561679790026,0.0207786526684164,0.187095363079615,0.133324584426947,0.389431321084864,2.36614,1.34246,0.85288,0.40634,0.44028,0.70795,0.55437,0.37008,0.54147,11.90616,0.7326,0.80678,0.63417,0.39592
IHECRE00000048.3,10,29.71186,0.0104123950546378,0.19297,0.889974039651891,1.08933,0.01,1.47645553482013,0.156242493671588,0.588177417268713,1.95450934018218,1.46851499417971,1.14724875741394,0.86083,0.97029,0.7567,1.33173,0.86818,1.11819,0.95326,0.46234,0.71109,0.18294,1.1091,1.3226,0.78022,1.3028
IHECRE00001906.1,1,10.54902,0.00648757367579192,0.47944,0.877454834736194,0.32779,0,0.0000769862451242045,0.0194261958530076,0.00623588585506056,0.000128310408540341,0.0000256620817080682,0.0750872510778074,0.76822,0.30683,0.37721,0.12178,0.27048,0.25424,0.42962,0.3652,0.37303,3.62882,0.65361,0.23646,2.92588,0.13614
IHECRE00001906.1,2,0.90464,0.0510969489630802,48.57836,0.107673290670259,0.53922,8.79,85.4238800943078,1.68642640619737,2.91822162344224,11.1105085887504,163.440720781408,1.98582014146177,0.15987,0.16498,0.45408,0.21731,7.53444,1.68418,3.16027,48.64288,22.38761,0.13769,2.22822,0.62036,0.56207,0.259
IHECRE00001906.1,3,13.65951,0.0110153723881889,0.2581,0.912158848444317,1.0797,0.21,0.906011485833784,3.01501544536798,1.29493752852882,1.15248983578018,0.547466641189771,2.01335944715136,1.21985,0.94421,0.51379,1.06861,0.7836,1.17775,0.93033,0.37165,0.65105,2.53515,1.17353,1.40275,0.78505,1.01398
IHECRE00001906.1,4,6.3752,0.0116546510328648,0.23324,0.828198224611125,1.03517,3.055,3.92444417297826,3.58255558270217,5.52901294893721,9.60413307272579,1.56454923039335,2.66742812932649,0.71475,0.85361,0.50094,0.97808,1.27906,1.48035,1.56603,0.71299,1.70196,0.23726,1.30289,1.4361,0.73457,1.05087
IHECRE00001906.1,5,26.87767,0.00820026546831623,0.10334,0.903036043098576,1.1402,0,1.02181364058996,6.55824871014202,1.77081548194199,1.22012360759148,0.913739038486081,10.2539333831653,1.35895,1.59587,1.89561,1.05576,0.26524,0.66279,0.30701,0.17798,0.20909,0.55725,0.70511,0.66698,0.84127,1.04709
IHECRE00001906.1,6,21.26774,0.00968470589395846,0.11515,0.898563931227178,1.10798,0,1.23916739352187,9.57195866534601,0.309699451532309,1.47072128675547,0.992785654095767,3.33704891858729,0.83497,0.94303,0.99975,1.46778,0.67039,0.95158,0.72837,0.45444,0.61136,0.11842,0.93454,1.11083,0.78906,1.45459
IHECRE00001906.1,7,7.4547,0.0104372564557698,0.72111,0.844438460276669,1.04518,0,1.28075619224671,21.8959483842747,0.439608507846246,1.75276122259282,1.16087538957844,8.60498113620209,1.12462,1.22051,0.94997,1.10413,0.90576,0.84955,1.09858,0.81204,1.57812,0.1321,1.17387,0.94533,0.69859,1.22526
IHECRE00001906.1,8,3.20599,0.0139502925910661,0.56143,0.64617215745903,0.97601,9.71,17.6223517486062,1.67617840851495,4.52958269978037,28.9403362054401,7.76780706200372,1.80208650109816,0.53651,0.69815,0.45921,0.80967,1.8208,1.51297,2.23637,1.41018,3.72152,0.12105,1.25351,1.38695,0.61766,0.93143
IHECRE00001906.1,9,9.07721,0.0127090687800508,0.56328,0.942862043185716,1.00873,6.13,2.11779321869915,1.85727164782972,24.0122696688509,2.20656141431022,0.998988521922688,2.03979946347685,0.6643,0.41249,0.46586,0.79754,3.71949,2.22845,3.18612,0.40121,0.51405,0.72338,1.54631,1.68741,0.68697,0.69909
IHECRE00001906.1,10,0.62832,0.0418993921980665,45.30891,0.314714108141703,0.66764,0,4.74918427594779,30.1466361093847,0.834563393412057,15.5355811062772,27.340234617775,10.5062538844002,0.183,0.3884,0.64259,0.04421,5.94256,1.28172,3.01506,22.05268,14.459,0.02897,1.78315,0.42301,0.64187,0.37331
IHECRE00003810.1,1,13.4416,0.0101553744639347,0.21153,0.843365717570201,1.07187,0.08,1.21886697228414,0.597019528676172,0.77492955377045,1.3299827564453,0.577049249274509,0.678281532573495,1.15158,1.12501,0.60499,1.12858,0.59914,0.83173,0.72912,0.43264,0.79564,2.09164,1.1741,1.40927,0.7937,1.09763
IHECRE00003810.1,2,8.44712,0.011304066589561,0.28204,0.923828715365239,1.08237,1.94,2.29180191643512,0.182814407021735,5.90739827053416,1.78497234412735,0.752979822898543,0.892531615985873,0.99834,0.82699,0.49931,0.99484,1.64709,1.90438,1.70166,0.36392,0.49919,1.14558,1.2778,1.46711,0.73394,0.95007
IHECRE00003810.1,3,5.97602,0.01298864528477,0.80105,0.929025793370114,0.96944,9.84,5.5667232517565,0.0479322865091715,21.1341538171359,3.07101428773518,1.06200782760409,0.48792851416985,0.58034,0.41847,0.47513,0.82239,4.72234,2.24536,3.93826,0.5098,0.6485,0.21474,1.5774,1.56328,0.64939,0.63678
IHECRE00003810.1,4,10.62717,0.00702721997036557,0.49206,0.719531511433352,0.33332,0.005,0,0.00225878416062465,0.00122699386503067,0.0000836586726157278,0,0.00315114333519241,0.78464,0.31363,0.37623,0.12089,0.27046,0.25545,0.42841,0.36711,0.37481,3.56514,0.65572,0.23802,2.90493,0.13696
IHECRE00003810.1,5,1.39598,0.0370688475081887,33.82737,0.135951429868361,0.66258,14.54,46.6196777122106,0.105038583749433,1.66438946890604,25.1521334543804,93.6479346345892,0.148456650022696,0.23079,0.31664,0.48484,0.65041,5.71529,1.60128,2.92957,33.28058,17.09686,0.07977,1.63198,0.73248,0.56512,0.55567
IHECRE00003810.1,6,1.0773,0.0250524691488496,25.34843,0.437465243071331,0.83961,0,2.52728305315766,4.34522944116311,0.433802816901408,11.3109041344843,6.65720127214902,2.72889595638346,0.3722,0.71501,1.01222,0.85733,3.7542,1.05442,2.1596,12.79103,8.65349,0.08287,1.54473,0.53191,0.74142,0.89669
IHECRE00003810.1,7,6.78405,0.0110321341666914,0.18897,0.837906317154018,1.05932,4.15,4.67325845433744,0.183559391339905,2.80414734515969,8.53718429455112,1.25248605806457,0.581902889308428,0.78299,0.85293,0.54464,1.13343,0.8409,1.55905,1.09151,0.52963,1.42006,0.46783,1.27415,1.4719,0.75578,1.12357
IHECRE00003810.1,8,25.22544,0.0081211021825283,0.13871,0.662324262780371,1.1257,0,0.986974837754753,5.23178868268245,0.422623249459183,1.1846635545941,1.04238870545372,4.25235113287032,1.18689,1.37006,1.82367,1.18464,0.40292,0.71252,0.48952,0.33594,0.47778,0.30152,0.77442,0.76601,0.79428,1.19505
IHECRE00003810.1,9,4.22856,0.0128230585207578,0.61608,0.644922676196348,1.00749,16.64,12.1362257930566,0.122258433894125,3.93101257062325,28.523071309031,5.47374513973651,0.421399000893408,0.54863,0.69148,0.51758,1.11423,1.90261,1.70015,2.15011,0.98037,2.64023,0.13166,1.23935,1.25056,0.66177,1.10773
IHECRE00003810.1,10,22.79675,0.00833116251277733,0.12465,0.742626274328082,1.11601,0.01,0.972985692771084,2.64622914735867,0.620510889712697,1.13747538229842,0.837639017608897,2.09301146895273,1.13991,1.20962,1.19135,1.14541,0.4826,0.76721,0.54728,0.33825,0.49088,0.50447,0.86273,0.90367,0.82602,1.21799
IHECRE00001486.1,1,27.34295,0.00954646267247291,0.12038,0.782788554910684,1.11363,0,1.15424787154762,3.42722612407127,2.29175605790294,1.64608409927508,1.11918204195931,0.851437411079244,0.93648,1.11077,0.93047,1.3748,0.6726,0.99622,0.72343,0.41532,0.53849,0.09067,0.99477,1.10322,0.78045,1.33708
IHECRE00001486.1,2,1.78363,0.0134485371901845,0.60313,0.465099783133117,0.96901,8.605,4.76463851458369,1.05872462779307,2.89274836131485,18.9064548356441,4.29415921440581,0.660079436633446,0.52873,0.54897,0.44872,0.52886,2.17056,1.72866,2.48667,1.64133,4.48926,0.06274,1.37974,1.02529,0.62957,1.11129
IHECRE00001486.1,3,9.98901,0.0145114206972245,0.36445,0.817254132087314,1.07249,0.01,0.236379803333566,0.766256363763163,0.629273310551642,0.481529395355325,0.236128739800544,0.356126647604435,1.92485,1.28427,0.70266,0.52146,0.4149,0.7698,0.57138,0.32516,0.66935,6.78014,0.82237,1.33694,0.7275,0.57588
IHECRE00001486.1,4,9.39282,0.0109689534417066,0.2291,0.877327239563902,1.07146,1.44,1.3093935248518,0.910116900882975,3.14098578120466,1.83122953198193,0.933621440119388,0.4764229158894,0.84045,0.7282,0.53426,1.08528,1.58598,1.80695,1.67497,0.3692,0.59349,0.19703,1.40105,1.64335,0.77208,1.05682
IHECRE00001486.1,5,10.27492,0.00583513956002225,0.49379,0.778602118230301,0.30489,0,0,0,0,0,0,0,0.6532,0.32078,0.33709,0.12503,0.28766,0.24202,0.44344,0.38772,0.38836,2.12476,0.68148,0.25123,2.98363,0.14435
IHECRE00001486.1,6,20.83444,0.00690762224195975,0.09079,0.763294360385144,1.14343,0,0.85259729751598,1.46023141030828,2.25056638886641,1.22928635002832,1.00127437494943,3.71385225341856,1.19949,1.45431,2.22799,1.13244,0.25252,0.62589,0.30265,0.17348,0.20289,0.16656,0.67127,0.63278,0.88019,1.1258
IHECRE00001486.1,7,4.66099,0.0121276283936137,0.31686,0.725938680342486,1.02603,1.75,1.94400815232441,1.48593834804665,2.52887650779234,6.59433878667715,1.27710703248746,0.700175009138135,0.74347,0.7679,0.49081,1.11731,1.16359,1.54872,1.4537,0.73747,2.26724,0.1737,1.44779,1.41069,0.74372,1.01373
IHECRE00001486.1,8,4.97691,0.0136111867790468,0.896,0.904528069935801,0.94931,5.14,2.54285616719027,0.728554842234667,9.80197377407458,2.72633520010927,1.03005053954378,0.480501297636935,0.51308,0.3396,0.45762,0.81816,5.20599,2.25822,4.38642,0.56246,0.70888,0.18585,1.547,1.53594,0.62091,0.59513
IHECRE00001486.1,9,1.21013,0.0526530694360861,56.86911,0.106627159413951,0.5478,1.24,5.8935272250164,6.22156133828996,2.28217800131205,14.6691887163787,36.3287994751804,1.08147824185436,0.13679,0.17171,0.50527,0.31576,7.77792,1.50955,3.16808,45.41459,20.62657,0.06651,2.23776,0.42685,0.61647,0.25119
IHECRE00001486.1,10,9.5342,0.0112610404895062,0.85165,0.697581941479342,1.04038,0,1.38385867972707,7.63786680061953,2.50213487379128,2.55714973418728,1.32857172757336,1.26574992674453,0.88549,1.03919,0.69871,1.20857,1.02097,0.96538,1.1581,1.07069,1.86006,0.07492,1.13502,0.91404,0.7049,1.34775
IHECRE00000284.2,1,1.29488,0.0342780071024667,28.00838,0.271552782922312,0.68521,0,1.75402085973292,20.9039867433473,0.201579101276928,2.81045910907496,6.39847938395555,4.17872112291646,0.35809,0.37292,0.75072,0.1539,4.57806,1.20096,3.11825,14.18751,12.21946,0.04589,1.78664,0.56966,0.64523,0.58717
IHECRE00000284.2,2,1.66887,0.0169046661788723,1.28124,0.448919178052341,0.93725,10.58,12.6504761282169,0.629916541369767,2.74553834085115,14.0810071691617,14.5533655836656,0.19428646139766,0.51267,0.6807,0.45127,0.65167,2.1006,1.54739,2.36559,2.39258,5.38038,0.11358,1.70884,1.16562,0.6148,0.90257
IHECRE00000284.2,3,37.13334,0.00702759273457307,0.06679,0.888993153290224,1.14417,0,0.79809813617345,1.60910992772917,0.100722708254089,0.0564473183720046,0.647489539748954,2.21818181818182,1.30554,1.40432,1.72462,1.17848,0.26143,0.71472,0.32081,0.19072,0.22752,0.49917,0.69448,0.68296,0.83332,1.18617
IHECRE00000284.2,4,11.66109,0.00658405367650118,0.49909,0.880157611940299,0.39154,0,0,0.0000298507462686567,0,0,0,0.00229850746268657,0.89458,0.41561,0.4289,0.14372,0.29928,0.29226,0.45743,0.38613,0.40317,3.36258,0.7028,0.28424,2.70169,0.15845
IHECRE00000284.2,5,0.66421,0.0578370972126525,57.7502,0.0544365618699126,0.52094,9.89,45.6187364647898,0.827496079456351,2.11660816966619,5.70954372339631,151.615898737958,0.149055335673213,0.13303,0.1635,0.43352,0.20625,8.64717,1.67087,3.23731,59.37118,22.18102,0.05765,1.84346,0.47199,0.57848,0.23054
IHECRE00000284.2,6,11.70158,0.0110675746332467,0.28447,0.839516798524142,1.06713,0,1.03137971405258,5.15599389789619,0.0663781175719303,0.282772199950332,0.880051087380707,0.902171213680065,0.89482,1.0336,0.90374,1.29488,0.86939,0.94455,1.0145,0.65663,1.04913,0.22033,1.03729,1.13576,0.75515,1.28254
IHECRE00000284.2,7,3.78489,0.0125229014138149,0.33154,0.737901281361569,1.01252,2.83,3.73099965765149,0.59823568249621,2.96333202914853,4.85258839927618,2.06141487748814,0.179384506284541,0.66142,0.77439,0.47237,1.13405,1.42797,1.5892,1.67511,0.88962,2.6942,0.26691,1.36988,1.43564,0.73571,0.91897
IHECRE00000284.2,8,5.03797,0.0124386402495624,0.70137,0.929195502993138,0.96153,5.07,1.92535406628705,0.0816542560957804,18.2312381369543,0.573842896773252,0.816104540808877,0.111622134618192,0.5585,0.33816,0.46547,0.72871,4.99282,2.25478,4.25983,0.50899,0.62856,0.26996,1.58035,1.57465,0.64696,0.60278
IHECRE00000284.2,9,18.92975,0.010597656998025,0.2434,0.888467006964393,1.07412,0,0.912903759118808,1.082880406704,0.10506520076877,0.258312839694972,0.546167517410982,0.1017379983054,0.87784,1.02153,0.55234,1.1361,0.86498,1.03976,0.92717,0.52217,0.84039,1.18019,1.22138,1.46867,0.76314,1.18753
IHECRE00000284.2,10,8.12342,0.0115430787390342,0.27228,0.92265401965025,1.06526,0.52,1.28321386640302,0.196162639807205,3.18402026818266,0.52128777111784,0.554331706111351,0.218253723042699,0.89572,0.64163,0.46542,1.04853,1.78738,2.05519,1.895,0.38368,0.70987,1.80668,1.38137,1.70741,0.73604,0.94587
IHECRE00001471.1,1,4.94999,0.0128803717951859,0.76717,0.935807365439093,0.96657,11.39,1.16941044417125,1.05419851408413,20.0317494254102,1.42669303543749,0.00510449516275589,1.57664760275803,0.56022,0.34082,0.45963,0.84185,4.83677,2.28162,3.78452,0.42799,0.5256,0.18987,1.61657,1.634,0.65399,0.5705
IHECRE00001471.1,2,14.42721,0.0108392485588682,0.56929,0.851510483418357,1.05296,0.05,0.80276262994329,2.57506764171253,0.469035592524648,1.86272292446745,0.0397473592507895,1.89044136740968,0.84589,1.03265,0.60186,1.37,0.85547,0.99702,1.0313,0.69297,1.37624,0.14711,1.18436,1.27997,0.77417,1.29507
IHECRE00001471.1,3,10.13143,0.00565359245971638,0.48469,0.852924197113509,0.29359,0,0,0,0,0,0,0,0.60181,0.33782,0.32837,0.1268,0.28206,0.222,0.44221,0.39351,0.38383,0.97328,0.69867,0.25535,3.02955,0.15008
IHECRE00001471.1,4,6.57739,0.0126388121601882,0.35402,0.92564827119324,1.07012,3.94,0.737845698668606,1.06386179575258,4.80892861620239,1.62477747411178,0.0105809492766342,1.48905548730035,0.88914,0.68092,0.47245,0.98487,1.90706,2.07538,2.03822,0.37222,0.56889,0.8881,1.32649,1.75923,0.73848,0.89515
IHECRE00001471.1,5,3.03484,0.0114503349847687,0.3655,0.866030372124942,1.01675,19.025,3.57159143736303,1.0644522170323,11.1948951807496,9.15042171208465,0.446815575675735,1.5825493104288,0.66646,0.46865,0.47985,0.91078,2.79845,2.22343,3.02772,0.61661,1.28363,0.17277,1.57188,1.43686,0.71331,0.77371
IHECRE00001471.1,6,0.85405,0.0551423701693841,52.99264,0.0754120764189095,0.52612,22.47,58.4052084785943,1.2068400502022,2.74553758192721,6.53308464649282,79.9239645795566,0.69596290614977,0.14847,0.14152,0.46186,0.21945,7.97429,1.72385,3.06011,51.97868,23.51216,0.07995,2.09122,0.55194,0.57598,0.21299
IHECRE00001471.1,7,2.85539,0.0127659441920405,0.72435,0.620911498991317,0.98948,13.52,16.2779580738532,0.953091834049645,3.44089992105956,23.717375668801,5.90757828260679,1.37416893254978,0.55099,0.66628,0.47774,0.88784,1.69947,1.53441,2.04969,1.58012,3.52664,0.0879,1.24131,1.12147,0.61991,1.06411
IHECRE00001471.1,8,7.13501,0.0122171448847456,0.45554,0.882444876783398,1.06399,0,0.0247583783105309,0.282822894439563,0.0526233211999498,0.0608133550897452,0.00073218693778503,0.332412869754404,2.10524,1.40074,0.73244,0.40066,0.43096,0.67851,0.54992,0.36281,0.57697,10.07088,0.84673,0.94179,0.67138,0.4951
IHECRE00001471.1,9,45.39989,0.00836422332921869,0.13585,0.86739370670567,1.13223,0,0.044934690312227,2.12888252381823,0.130913929347716,0.4482397871087,0.000040628110589717,2.15406179535621,1.12803,1.27148,1.57956,1.23201,0.42263,0.79078,0.4721,0.2892,0.35963,0.17208,0.82538,0.86729,0.82602,1.2428
IHECRE00001471.1,10,4.6348,0.0141997582194611,4.94015,0.701298589361757,1.00456,0.055,2.98692620817368,2.26316126334474,0.662522081224772,9.65735059437963,1.37525281402275,1.78523822121334,0.67356,0.9382,0.52969,0.86872,1.27226,1.09565,1.18445,3.2267,3.32755,0.15619,1.18525,1.11292,0.71726,1.19952
IHECRE00000303.2,1,6.24107,0.0124722147227837,0.33231,0.908447775628627,1.04143,6.455,2.49383462282398,1.11963551740812,5.68819511605416,1.05142347678917,0.838189071566731,0.999486218568665,0.72669,0.47161,0.46271,1.00787,2.77158,2.21705,2.6006,0.35658,0.55385,0.33687,1.53191,1.75208,0.72682,0.77697
IHECRE00000303.2,2,18.95619,0.0119115893419761,0.23112,0.808965652257221,1.07838,1.08,1.71969059539975,1.7473279072286,1.47751943150862,1.22939177087065,0.59116772328532,1.22060281413231,0.9108,0.9787,0.5121,1.21871,0.79548,1.27806,0.97676,0.4865,1.01206,0.21167,1.26217,1.42596,0.77777,1.16287
IHECRE00000303.2,3,24.00045,0.00715501175335714,0.11769,0.584699406305839,1.1422,0,0.791400080696294,2.31883682056603,1.6323707418295,0.690962015101735,0.502853190385613,4.61329183238227,1.16787,1.36797,2.27436,1.19545,0.28096,0.66463,0.34151,0.22144,0.24902,0.08512,0.63879,0.67084,0.87835,1.16807
IHECRE00000303.2,4,10.73676,0.00689713336058144,0.49393,0.686446648426813,0.33196,0,0,0,0,0,0,0,0.66788,0.40897,0.33345,0.16798,0.29129,0.24764,0.45109,0.39293,0.39384,2.09108,0.71238,0.27924,2.905,0.15303
IHECRE00000303.2,5,0.76694,0.0361274090645063,29.70263,0.246608187134503,0.73105,0,1.27121858700806,11.9045361150624,1.05215742057847,4.4043780622728,3.20902481428797,1.34866445392761,0.3605,0.29774,0.72818,0.38396,4.44873,1.1874,3.02454,12.96407,10.98787,0.04272,1.36105,0.45703,0.60764,0.65343
IHECRE00000303.2,6,4.22866,0.011746845551258,0.45411,0.590657485842285,1.03616,12.28,9.26164560755919,1.1000978025965,2.45493193254776,8.19633082516997,1.5946240121149,0.908609783414573,0.53376,0.61786,0.44412,0.91058,1.47136,1.59029,1.74375,1.14638,2.30755,0.08906,1.08581,1.06711,0.64086,1.20228
IHECRE00000303.2,7,3.13444,0.0139645045861885,1.17349,0.91276223312558,0.89682,14.33,3.29661185519162,1.22188701763692,15.4871701365867,1.32499005436945,1.54011404323034,1.04439066436812,0.42606,0.26016,0.44747,0.48695,6.44898,2.29775,5.07004,0.64181,0.88436,0.14011,1.55283,1.39175,0.59165,0.49502
IHECRE00000303.2,8,25.30678,0.00900922099558204,0.13605,0.705951155805146,1.10196,0,0.910656915240956,4.36993600626877,1.33573200992556,0.796225675852161,0.635105132558443,1.45701972051717,1.06658,1.17823,0.76114,1.31384,0.6914,0.88306,0.78328,0.50036,0.71378,0.08586,1.01867,1.00272,0.76065,1.36892
IHECRE00000303.2,9,1.05823,0.0515449053562232,47.54478,0.0751050972149238,0.5356,14.78,17.2100302154493,0.786521282186022,1.12972937467157,6.7761429322123,29.8889253809774,0.408926694692591,0.15195,0.13005,0.44566,0.20845,7.47141,1.70101,3.48237,44.72763,22.77368,0.08826,2.11846,0.55958,0.57852,0.26677
IHECRE00000303.2,10,5.5705,0.0142538668952185,0.58926,0.763658949937295,1.05446,0,0.108955021523235,0.542097413822323,0.246799760476336,0.0684450168909376,0.0498084940514524,0.42667412353546,2.15019,1.3769,1.01717,0.17447,0.44899,0.77921,0.56039,0.39895,0.72409,11.89773,0.89933,1.38997,0.63853,0.24559
IHECRE00000248.2,1,5.35175,0.0130540826131419,0.73415,0.921673154117504,0.9613,6.045,2.194714754896,1.17637756963873,35.6956878725216,3.7076389733609,0.552031383043425,0.788073227101326,0.55673,0.34065,0.44342,0.80092,4.84168,2.25878,4.16768,0.52192,0.67295,0.23757,1.64287,1.64076,0.63941,0.6244
IHECRE00000248.2,2,38.57032,0.00743449735261506,0.05029,0.869720801569687,1.14649,0,0.944827752581299,3.88787030782592,1.17794075074785,1.56400173694876,0.472900382772042,3.0061436520956,1.24819,1.38938,1.61136,1.24798,0.2699,0.74152,0.32956,0.19684,0.23986,0.20501,0.73321,0.74401,0.81841,1.21761
IHECRE00000248.2,3,11.70718,0.011565193109582,0.34378,0.832161283482932,1.06281,0,1.18397059862888,10.2697245977336,1.54002638584588,2.60954837797724,0.806853252291092,2.38290102951917,0.81776,1.09069,0.96906,1.16606,0.9605,0.9471,1.09492,0.67248,1.08317,0.09699,1.02839,1.03796,0.74723,1.28224
IHECRE00000248.2,4,10.56465,0.00541530622212007,0.46132,0.850229693741678,0.32034,0,0,0,0,0,0,0,0.63958,0.39301,0.32222,0.15746,0.28201,0.2363,0.43717,0.37275,0.37894,1.7309,0.69864,0.27168,2.94659,0.14803
IHECRE00000248.2,5,8.21074,0.012392967178034,0.24243,0.910784099798263,1.06558,1.45,1.37630202972539,1.30571452097657,7.05083576927827,3.68371485034378,0.375859442546009,1.00284079212812,0.88345,0.66455,0.48491,1.03839,1.73861,2.03832,1.8378,0.36956,0.72035,0.8625,1.38966,1.69063,0.74668,0.94872
IHECRE00000248.2,6,4.68795,0.0127049889397503,0.36871,0.683020690430676,1.0025,4.96,3.46635556055324,2.08593837849994,6.70318790059597,25.4228044529405,1.49109974136962,0.947509276959406,0.64096,0.78896,0.47613,0.98911,1.56513,1.51404,1.79856,1.0484,2.90467,0.18197,1.39403,1.34045,0.71673,0.99167
IHECRE00000248.2,7,1.51378,0.0322095787033931,26.9634,0.223506124486426,0.73172,7.65,18.1775333102945,1.95182966632108,4.55842260876243,54.5410282993511,37.7392773489997,0.614522136466613,0.30811,0.40684,0.44543,0.55936,5.06094,1.59992,2.78379,28.42191,13.87623,0.09259,1.86678,0.76796,0.58513,0.58921
IHECRE00000248.2,8,5.14538,0.0109603703040368,0.48793,0.875818728499066,1.06174,0,0.0917124901806756,0.802062735325189,0.224997968415635,0.301588698973373,0.034205108757483,0.498496627569954,2.39031,1.123,1.18751,0.24679,0.40607,0.7385,0.57982,0.35657,0.58771,11.88985,0.67266,0.8956,0.76126,0.39023
IHECRE00000248.2,9,13.10993,0.0109702988065118,0.17236,0.87545790046685,1.069,0.02,1.22463233258908,3.15456793312789,1.42405845773439,2.83408373775211,0.574926651043493,0.850672596091746,0.70645,0.90187,0.52506,1.2844,0.95327,1.08666,1.00836,0.54464,0.91591,0.15938,1.32249,1.60179,0.77554,1.31323
IHECRE00000248.2,10,1.13831,0.0368806216691044,31.56166,0.265108378870674,0.68002,0,1.46074681238616,44.6642531876138,1.6804189435337,15.5617030965392,4.51042805100182,5.11830601092896,0.22969,0.25847,0.74297,0.1284,4.91433,1.25184,3.17056,15.68569,13.08464,0.05032,1.70177,0.49653,0.59159,0.49592
IHECRE00001966.2,1,19.58692,0.00828132772733395,0.03205,0.813814008485776,1.12951,1.71,0.829978437782569,1.71836266258608,2.83532030326215,1.01183835292481,0.0891702024066217,0.88364053696877,1.27231,1.09894,1.06954,1.10193,0.3692,0.97977,0.45783,0.17596,0.37376,1.3741,0.9206,1.00184,0.76358,1.27733
IHECRE00001966.2,2,11.17647,0.0117481751973746,0.43941,0.877693506824038,1.02532,21.73,1.30528425540038,0.780628638691821,15.7978557566888,1.64828365094009,0.0846562529825343,0.745903986256482,0.74957,0.50196,0.4922,0.96726,3.19539,2.1974,2.7578,0.35098,0.49043,0.65264,1.52212,1.70755,0.70032,0.73688
IHECRE00001966.2,3,7.14013,0.011783140966438,0.58746,0.759508669497523,1.04625,1.415,1.13943736730361,6.781652512385,4.42894550601557,3.18321832979476,0.304317055909413,2.17259377211606,0.61,1.26597,0.53428,0.98743,1.3485,1.13499,1.4733,0.83712,1.42112,0.20625,1.08521,1.22674,0.67565,1.11948
IHECRE00001966.2,4,11.46754,0.00711699703302203,0.48292,0.686465385594299,0.37622,0,0,0.00429498600152711,0.00143166200050904,0,0,0.0105624840926444,0.81447,0.41843,0.38349,0.17053,0.29612,0.27438,0.44857,0.37801,0.39208,2.40734,0.70273,0.28371,2.77797,0.16112
